"Navn";"NVDB_id";"SkiltetLengde";"Åpningsår";"Kommune";"AntallTunnelløp";"MaksAngittLengdeTunnelløp";"MaksFysiskLengdeTunnelløp";"ÅpningsårFraTunnelløp";"kommunerTunnelløp";"SSRtreff";"soketerm";"soketerm2";"X_utm32";"y_utm32";"SSR navn";"ssr_url"
"Smiehagen tunnel";"83645662";"923";"1999";"215";"1";"923.0";"921.4941927142081";"";"215";"EKSAKT-forenklet1";"smiehagen";"";"597667.6562023368";"6619217.680908006";"Smiehagen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=smiehagen%2A&ostLL=243086.89424&nordLL=6608654.60043&ostUR=277086.89424&nordUR=6642654.60043"
"Oslofjordtunnelen";"83646549";"7273";"";"215";"2";"7273.0";"7253.799245138196";"";"628,215";"EKSAKT";"Oslofjordtunnelen";"";"591388.1408358313";"6615675.795030943";"Oslofjordtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Oslofjordtunnelen%2A&ostLL=236509.12323&nordLL=6605692.47044&ostUR=270509.12323&nordUR=6639692.47044"
"Frogntunnelen";"83648150";"1564";"";"215";"1";"1564.0";"1565.4652155842962";"";"215";"EKSAKT";"Frogntunnelen";"";"595306.7980750228";"6620426.311114341";"Frogntunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Frogntunnelen%2A&ostLL=240843.52032&nordLL=6610072.39078&ostUR=274843.52032&nordUR=6644072.39078"
"Vassumtunnelen";"83649205";"368";"2000";"215";"6";"244.0";"276.37079624285417";"";"215";"EKSAKT";"Vassumtunnelen";"";"597526.5585019225";"6620189.8766366225";"Vassumtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Vassumtunnelen%2A&ostLL=243034.15803&nordLL=6609636.14477&ostUR=277034.15803&nordUR=6643636.14477"
"Teleplanlokket";"83652325";"157";"";"219";"2";"157.0";"207.05701998026248";"";"219";"EKSAKT";"Teleplanlokket";"";"591081.7264371447";"6642282.194562896";"Teleplanlokket";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Teleplanlokket%2A&ostLL=238610.69766&nordLL=6632234.50074&ostUR=272610.69766&nordUR=6666234.50074"
"Rælingstunnelen";"83653085";"1791";"";"228";"2";"1791.0";"1811.6046300294668";"";"228,231";"EKSAKT";"Rælingstunnelen";"";"613376.0126830991";"6646888.770966324";"Rælingstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=R%C3%A6lingstunnelen%2A&ostLL=261242.63405&nordLL=6634805.27157&ostUR=295242.63405&nordUR=6668805.27157"
"Follotunnelen";"83655259";"885";"";"211";"2";"885.0";"892.2762891782581";"";"211";"EKSAKT";"Follotunnelen";"";"597822.4965778339";"6600494.8629342895";"Follotunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Follotunnelen%2A&ostLL=241550.53129&nordLL=6589983.13995&ostUR=275550.53129&nordUR=6623983.13995"
"Vesttunnelen";"83656816";"450";"";"219";"7";"237.0";"236.13061107960164";"";"219";"INGEN";"vest";"vest";"585134.2056143448";"6640067.798124361";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=vest%2A&ostLL=232483.15168&nordLL=6630566.40002&ostUR=266483.15168&nordUR=6664566.40002"
"Strandveitunnelen";"83657246";"235";"";"219";"1";"236.0";"247.9101329620959";"";"219";"INGEN";"strandve";"strandv";"591521.2080120086";"6642602.211437296";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=strandv%2A&ostLL=239077.63542&nordLL=6632513.59875&ostUR=273077.63542&nordUR=6666513.59875"
"Ringstadbekktunnelen";"83657826";"110";"";"219";"1";"110.0";"110.10030749372612";"";"219";"INGEN";"ringstadbekk";"ringstadbekk";"588976.5149786826";"6643168.485083301";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=ringstadbekk%2A&ostLL=236593.06747&nordLL=6633308.40199&ostUR=270593.06747&nordUR=6667308.40199"
"Sandviksåstunnelen";"83659882";"317";"";"219";"1";"317.0";"314.56359239441633";"";"219";"INGEN";"sandvikså";"sandvikså";"585520.7510959101";"6640405.99803033";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=sandviks%C3%A5%2A&ostLL=232899.00083&nordLL=6630868.43375&ostUR=266899.00083000003&nordUR=6664868.43375"
"Bekkestutunnelen";"83660148";"745";"";"219";"1";"745.0";"745.6884757726291";"";"219";"EKSAKT";"Bekkestutunnelen";"";"588659.7438142278";"6643190.954441339";"Bekkestutunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Bekkestutunnelen%2A&ostLL=236279.42761&nordLL=6633359.48769&ostUR=270279.42761&nordUR=6667359.48769"
"Nordbytunnelen";"83661268";"3867";"1993";"214";"2";"3867.0";"4018.41574670192";"";"214,215";"EKSAKT";"Nordbytunnelen";"";"598882.6829892736";"6621994.61823209";"Nordbytunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Nordbytunnelen%2A&ostLL=244548.65773&nordLL=6611311.97396&ostUR=278548.65773&nordUR=6645311.97396"
"Eidsvolltunnelen";"83665684";"1191";"";"237";"2";"1191.0";"1194.9817385825395";"";"237";"EKSAKT";"Eidsvolltunnelen";"";"621655.0443706614";"6691466.316478897";"Eidsvolltunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Eidsvolltunnelen%2A&ostLL=273536.56884&nordLL=6678465.39906&ostUR=307536.56884&nordUR=6712465.39906"
"Lysakerlokket";"83667795";"264";"";"219";"3";"264.0";"477.73520044991017";"";"219";"EKSAKT";"Lysakerlokket";"";"591437.8642777897";"6642789.224768553";"Lysakerlokket";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Lysakerlokket%2A&ostLL=239011.52064&nordLL=6632707.51004&ostUR=273011.52064&nordUR=6666707.51004"
"Ringnestunnelen";"83668118";"341";"";"214";"1";"341.0";"340.8707652778419";"";"214";"EKSAKT";"Ringnestunnelen";"";"600227.866631021";"6626115.601314178";"Ringnestunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Ringnestunnelen%2A&ostLL=246261.69513&nordLL=6615296.81708&ostUR=280261.69513&nordUR=6649296.81708"
"Rikåstunnelen";"83668386";"258";"";"217";"1";"258.0";"257.6471654290845";"";"217";"EKSAKT";"Rikåstunnelen";"";"601143.7219020237";"6631865.197035946";"Rikåstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Rik%C3%A5stunnelen%2A&ostLL=247694.37429&nordLL=6620943.22809&ostUR=281694.37429&nordUR=6654943.22809"
"Hamangtunnelen";"83668648";"337";"";"219";"1";"337.0";"335.92429610306135";"";"219";"EKSAKT";"Hamangtunnelen";"";"584233.8333562571";"6640814.938870944";"Hamangtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Hamangtunnelen%2A&ostLL=231653.52672&nordLL=6631392.52676&ostUR=265653.52671999997&nordUR=6665392.52676"
"Evjetunnelen";"83669239";"270";"";"219";"1";"270.0";"270.1982087106823";"";"219";"EKSAKT";"Evjetunnelen";"";"584766.1719023915";"6640760.039317264";"Evjetunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Evjetunnelen%2A&ostLL=232179.0716&nordLL=6631289.6016&ostUR=266179.0716&nordUR=6665289.6016"
"Pinnåsen viltovergang";"83669781";"82";"";"213";"2";"82.0";"81.14723386068542";"";"213";"INGEN";"pinnåsen";"pinnå";"603251.3989149962";"6629364.077698901";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=pinn%C3%A5%2A&ostLL=249568.30306&nordLL=6618260.32608&ostUR=283568.30306&nordUR=6652260.32608"
"Grimstadporten";"84382911";"500";"2000";"904";"1";"552.0";"552.588506018355";"";"904";"EKSAKT";"Grimstadporten";"";"478664.79475041927";"6470445.439819415";"Grimstadporten";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Grimstadporten%2A&ostLL=111063.76809&nordLL=6471006.26907&ostUR=145063.76809&nordUR=6505006.26907"
"Breiøygard";"84383643";"25";"1996";"911";"1";"25.0";"24.963449321210046";"";"911";"EKSAKT";"Breiøygard";"";"508298.55446458125";"6524805.76684881";"Breiøygard";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Brei%C3%B8ygard%2A&ostLL=145490.49567&nordLL=6522579.95554&ostUR=179490.49567&nordUR=6556579.95554"
"Blødekjær";"84384062";"920";"1995";"906";"5";"922.0";"922.1711591923884";"";"906";"FLERE";"Blødekjær";"";"485969.4633012065";"6480471.39530394";"Blødekjær 5,Blødekjær 1,Blødekjær 3,Blødekjær 4,Blødekjær 2";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Bl%C3%B8dekj%C3%A6r%2A&ostLL=119247.13251&nordLL=6480356.16565&ostUR=153247.13251&nordUR=6514356.16565"
"Heddeneset";"84384763";"380";"1981";"938";"1";"380.0";"388.8953663998353";"";"938";"INGEN";"heddeneset";"hedden";"426344.1968236749";"6533417.7841506535";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=hedden%2A&ostLL=64497.804149999996&nordLL=6538533.31772&ostUR=98497.80415&nordUR=6572533.31772"
"Geiteskar tunnelen";"84384770";"215";"1981";"938";"1";"215.0";"225.23258136094526";"";"938";"INGEN";"geiteskar";"geiteskar";"430720.0749032931";"6516325.177760949";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=geiteskar%2A&ostLL=67329.36296&nordLL=6521081.13749&ostUR=101329.36296&nordUR=6555081.13749"
"Egddalen";"84384810";"80";"1987";"911";"1";"80.0";"71.78800996964414";"";"911";"INGEN";"egddalen";"egddal";"501005.50994026975";"6526378.340511423";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=egddal%2A&ostLL=138357.53552&nordLL=6524802.8562&ostUR=172357.53552&nordUR=6558802.8562"
"Østerå";"84384825";"270";"1963";"914";"1";"270.0";"300.7471455732374";"";"914";"EKSAKT";"Østerå";"";"497287.7624563784";"6498489.475746782";"Østerå";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=%C3%98ster%C3%A5%2A&ostLL=132149.53727&nordLL=6497317.92892&ostUR=166149.53727&nordUR=6531317.92892"
"Havstad-Kuviga";"84385039";"435";"1979";"906";"1";"435.0";"432.8683170420476";"";"906";"EKSAKT";"Havstad-Kuviga";"";"487459.3101932463";"6480479.319301905";"Havstad-Kuviga";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Havstad-Kuviga%2A&ostLL=120734.13930000001&nordLL=6480230.90815&ostUR=154734.1393&nordUR=6514230.90815"
"Bykle 2 (Sandfjødd el. Svåa)";"84385295";"300";"1983";"941";"1";"308.0";"312.727282605529";"";"941";"FEILER";"Bykle 2 (Sandfjødd el. Svåa)";"";"404527.4128810103";"6578028.621134241";"Bykle 2 (Sandfjødd el. Svåa)";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Bykle+2+%28Sandfj%C3%B8dd+el.+Sv%C3%A5a%29%2A&ostLL=46743.22179&nordLL=6585025.2623&ostUR=80743.22179000001&nordUR=6619025.2623"
"Bykle 1 (Byklestigen)";"84385360";"411";"1983";"941";"1";"411.0";"434.72467672733296";"";"941";"FEILER";"Bykle 1 (Byklestigen)";"";"404727.6409081583";"6577148.6480250675";"Bykle 1 (Byklestigen)";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Bykle+1+%28Byklestigen%29%2A&ostLL=46863.59522&nordLL=6584128.83746&ostUR=80863.59522&nordUR=6618128.83746"
"Fånefjell";"84385440";"600";"1963";"938";"1";"611.0";"607.4145235187151";"";"938";"EKSAKT";"Fånefjell";"";"432598.0380049065";"6515929.926079744";"F책nefjell";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=F%C3%A5nefjell%2A&ostLL=69168.13317&nordLL=6520518.0844&ostUR=103168.13317&nordUR=6554518.0844"
"Trøde-Bråhei";"84385584";"365";"1960";"926";"1";"365.0";"356.4482981737042";"";"926";"EKSAKT";"Trøde-Bråhei";"";"456513.93476316374";"6452463.623680097";"Trøde-Bråhei";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Tr%C3%B8de-Br%C3%A5hei%2A&ostLL=87356.54329&nordLL=6455040.76987&ostUR=121356.54329&nordUR=6489040.76987"
"Østre Vallesverd";"84385961";"215";"1960";"926";"1";"215.0";"209.58259365069364";"";"926";"EKSAKT";"Østre Vallesverd";"";"457045.4941913445";"6452858.320115151";"Østre Vallesverd";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=%C3%98stre+Vallesverd%2A&ostLL=87922.19902&nordLL=6455387.23318&ostUR=121922.19902&nordUR=6489387.23318"
"Bjorvika";"84386217";"145";"1960";"926";"1";"145.0";"138.3047565259367";"";"926";"EKSAKT";"Bjorvika";"";"458328.1489584295";"6452958.551248867";"Bjorvika";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Bjorvika%2A&ostLL=89211.11098&nordLL=6455372.8514&ostUR=123211.11098&nordUR=6489372.8514"
"Bieheia";"84386411";"149";"1980";"904";"1";"149.0";"150.56962139396347";"";"904";"EKSAKT";"Bieheia";"";"476366.4101264423";"6468033.608870702";"Bieheia";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Bieheia%2A&ostLL=108555.26285&nordLL=6468805.19632&ostUR=142555.26285&nordUR=6502805.19632"
"Vesterled";"84386468";"40";"1907";"904";"1";"40.0";"40.266444648415565";"";"904";"EKSAKT";"Vesterled";"";"476094.6629513513";"6466303.967424192";"Vesterled";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Vesterled%2A&ostLL=108129.70397&nordLL=6467103.74722&ostUR=142129.70397&nordUR=6501103.74722"
"Bruråsen";"84386529";"176";"1965";"901";"1";"176.0";"176.0018498894303";"";"901";"EKSAKT";"Bruråsen";"";"502246.225348719";"6508904.564923792";"Bruråsen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Brur%C3%A5sen%2A&ostLL=138028.19812&nordLL=6507262.63491&ostUR=172028.19812&nordUR=6541262.63491"
"Sørlandsporten";"84386785";"115";"1963";"901";"1";"115.0";"114.14280426936864";"";"901";"EKSAKT";"Sørlandsporten";"";"502326.21831009013";"6509570.879559324";"Sørlandsporten";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=S%C3%B8rlandsporten%2A&ostLL=138167.68727&nordLL=6507920.07844&ostUR=172167.68727&nordUR=6541920.07844"
"Brubakktunnelen";"85330435";"115";"2005";"1653";"2";"115.0";"115.34711797913003";"";"1653";"INGEN";"brubakk";"brubakk";"564426.3316989625";"7019508.07546172";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=brubakk%2A&ostLL=246782.09404&nordLL=7010552.17235&ostUR=280782.09404&nordUR=7044552.17235"
"Storsandtunnelen";"85330569";"3700";"2005";"1657";"1";"3671.0";"3670.239115388327";"";"1657";"EKSAKT";"Storsandtunnelen";"";"547812.8518498342";"7023017.2629691195";"Storsandtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Storsandtunnelen%2A&ostLL=230558.10554&nordLL=7015602.31743&ostUR=264558.10554&nordUR=7049602.31743"
"Viggjatunnelen";"85332563";"2730";"2005";"1657";"1";"2730.0";"2731.011617139854";"";"1657";"EKSAKT";"Viggjatunnelen";"";"551347.9856624802";"7021957.970857176";"Viggjatunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Viggjatunnelen%2A&ostLL=233981.26831&nordLL=7014216.1733&ostUR=267981.26831&nordUR=7048216.1733"
"Nausttunnelen";"85334573";"300";"2005";"1657";"1";"296.0";"296.3892218184595";"";"1657";"EKSAKT";"Nausttunnelen";"";"554334.6693838754";"7022226.670396494";"Nausttunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Nausttunnelen%2A&ostLL=236982.14032&nordLL=7014204.50612&ostUR=270982.14032&nordUR=7048204.50612"
"Svalnestunnelen";"85335086";"800";"2005";"1657";"1";"790.0";"789.687042426037";"";"1657";"EKSAKT";"Svalnestunnelen";"";"555397.9991646968";"7022363.296089436";"Svalnestunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Svalnestunnelen%2A&ostLL=238054.33715&nordLL=7014241.16361&ostUR=272054.33715000004&nordUR=7048241.16361"
"Mannsfjelltunnelen";"85335935";"1770";"2005";"1657";"1";"1787.0";"1787.0051919702516";"";"1657";"EKSAKT";"Mannsfjelltunnelen";"";"556956.5966477648";"7021353.726229887";"Mannsfjelltunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Mannsfjelltunnelen%2A&ostLL=239512.75314&nordLL=7013089.53209&ostUR=273512.75314&nordUR=7047089.53209"
"Buviktunnelen";"85337220";"150";"2005";"1657";"1";"149.0";"148.54476533168182";"";"1657";"EKSAKT";"Buviktunnelen";"";"559512.5907759864";"7020548.100942787";"Buviktunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Buviktunnelen%2A&ostLL=241983.93473&nordLL=7012047.83413&ostUR=275983.93473&nordUR=7046047.83413"
"Brekktunnelen";"85337993";"1290";"2005";"1657";"1";"1300.0";"1299.7214859408316";"";"1657";"EKSAKT";"Brekktunnelen";"";"560231.0114346253";"7021509.763381205";"Brekktunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Brekktunnelen%2A&ostLL=242789.62708&nordLL=7012938.73313&ostUR=276789.62708&nordUR=7046938.73313"
"Hofstadtunnelen";"85339025";"";"2004";"1653";"1";"98.0";"98.30008117124558";"";"1653";"EKSAKT";"Hofstadtunnelen";"";"564399.9927735234";"7014715.014051934";"Hofstadtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Hofstadtunnelen%2A&ostLL=246307.74083000002&nordLL=7005779.51372&ostUR=280307.74083&nordUR=7039779.51372"
"Gimstunnelen";"85339091";"";"2003";"1653";"1";"79.0";"78.73557843790924";"";"1653";"EKSAKT";"Gimstunnelen";"";"563105.2864182835";"7017674.704448482";"Gimstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Gimstunnelen%2A&ostLL=245294.56289&nordLL=7008849.18072&ostUR=279294.56289&nordUR=7042849.18072"
"Perviktunnelen";"85339119";"630";"2002";"1613";"1";"631.0";"630.2824343485693";"";"1613";"EKSAKT";"Perviktunnelen";"";"512506.6616849638";"7041151.89670809";"Perviktunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Perviktunnelen%2A&ostLL=197074.17208&nordLL=7036979.43775&ostUR=231074.17208&nordUR=7070979.43775"
"Grillstadtunnelen";"85339420";"750";"";"1601";"2";"746.0";"745.5776419278028";"";"1601";"FLERE";"Grillstadtunnelen";"";"575027.0631935396";"7034203.128822681";"Grillstadtunnelen sør,Grillstadtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Grillstadtunnelen%2A&ostLL=258717.42673&nordLL=7024199.71687&ostUR=292717.42673&nordUR=7058199.71687"
"Frøyatunnelen";"85340163";"5300";"2000";"1620";"1";"5301.0";"5287.708785358101";"";"1617,1620";"EKSAKT";"Frøyatunnelen";"";"490478.521793607";"7061055.254113807";"Frøyatunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Fr%C3%B8yatunnelen%2A&ostLL=176986.75605&nordLL=7058883.11649&ostUR=210986.75605&nordUR=7092883.11649"
"Helltunnelen";"85341444";"3910";"1995";"1663";"2";"2569.0";"2569.2859456875017";"";"1714,1663";"EKSAKT";"Helltunnelen";"";"591860.5539481193";"7034470.727575621";"Helltunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Helltunnelen%2A&ostLL=275510.2835&nordLL=7022890.75661&ostUR=309510.2835&nordUR=7056890.75661"
"Hitratunnelen";"85343137";"5700";"1994";"1613";"1";"5650.0";"5623.71973986416";"";"1617,1613";"EKSAKT";"Hitratunnelen";"";"504835.89375970414";"7041426.855655732";"Hitratunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Hitratunnelen%2A&ostLL=189455.03615&nordLL=7037972.51703&ostUR=223455.03615&nordUR=7071972.51703"
"Svølgjatunnelen";"85344520";"730";"1994";"1644";"1";"726.0";"726.6204356867893";"";"1644";"EKSAKT";"Svølgjatunnelen";"";"611499.6087605334";"6973233.705690286";"Svølgjatunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Sv%C3%B8lgjatunnelen%2A&ostLL=289354.27851&nordLL=6960065.30908&ostUR=323354.27851&nordUR=6994065.30908"
"Storvasshammertunnelen";"85344661";"600";"1992";"1613";"1";"635.0";"634.915190728774";"";"1613";"EKSAKT";"Storvasshammertunnelen";"";"524437.8390752159";"7034538.630522278";"Storvasshammertunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Storvasshammertunnelen%2A&ostLL=208344.67499&nordLL=7029270.94098&ostUR=242344.67499&nordUR=7063270.94098"
"Berdaltunnelen";"85344764";"";"1970";"1613";"1";"128.0";"126.91566796165775";"";"1613";"INGEN";"berdal";"berdal";"512303.85106042505";"7023543.425790802";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=berdal%2A&ostLL=195222.67802&nordLL=7019449.58313&ostUR=229222.67802&nordUR=7053449.58313"
"Norvikatunnelen";"85344817";"";"";"1612";"1";"248.0";"248.12338466287835";"";"1612";"INGEN";"norvika";"norvik";"509239.6082520119";"7021988.197022705";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=norvik%2A&ostLL=192023.16187&nordLL=7018186.40125&ostUR=226023.16187&nordUR=7052186.40125"
"Stavsjøfjelltunnelen";"85344844";"1730";"1990";"1663";"1";"1721.0";"1719.9517998279744";"";"1663";"EKSAKT";"Stavsjøfjelltunnelen";"";"589260.9741883187";"7032108.054389663";"Stavsjøfjelltunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Stavsj%C3%B8fjelltunnelen%2A&ostLL=272699.88277&nordLL=7020780.68456&ostUR=306699.88277&nordUR=7054780.68456"
"Væretunnelen";"85345914";"1620";"1988";"1663";"1";"1627.0";"1626.134605025975";"";"1601,1663";"FLERE";"Væretunnelen";"";"579848.0366341263";"7033636.394712129";"Væretunnelen,Væretunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=V%C3%A6retunnelen%2A&ostLL=263466.75672&nordLL=7023183.93492&ostUR=297466.75672&nordUR=7057183.93492"
"Bratlitunnelen";"85347393";"210";"1991";"1648";"1";"198.0";"198.18529118789797";"";"1648";"INGEN";"bratl";"bratl";"565553.110158648";"6992311.257809835";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=bratl%2A&ostLL=245364.22082&nordLL=6983351.63946&ostUR=279364.22082&nordUR=7017351.63946"
"Håggåtunnelen";"85347719";"290";"1991";"1648";"1";"279.0";"279.09961769511955";"";"1648";"EKSAKT";"Håggåtunnelen";"";"565121.2715748077";"6993552.572353185";"Håggåtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=H%C3%A5gg%C3%A5tunnelen%2A&ostLL=245049.8212&nordLL=6984628.63312&ostUR=279049.8212&nordUR=7018628.63312"
"Kalurdaltunnelen";"85348132";"200";"";"1622";"1";"195.0";"194.90638986917943";"";"1622";"INGEN";"kalurdal";"kalurdal";"537211.0206458134";"7052445.458978813";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=kalurdal%2A&ostLL=222751.04674&nordLL=7045917.33157&ostUR=256751.04674&nordUR=7079917.33157"
"Mørretunnelen";"85348223";"";"1981";"1630";"1";"154.0";"154.8436725891777";"";"1630";"EKSAKT";"Mørretunnelen";"";"560089.1791046767";"7089712.250186068";"Mørretunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=M%C3%B8rretunnelen%2A&ostLL=249044.01025&nordLL=7080898.1215&ostUR=283044.01025&nordUR=7114898.1215"
"Pyntentunnelen";"85348259";"";"";"1657";"1";"44.0";"45.5537066166163";"";"1657";"EKSAKT";"Pyntentunnelen";"";"554892.8430943933";"7022466.541587214";"Pyntentunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Pyntentunnelen%2A&ostLL=237560.69897&nordLL=7014391.28223&ostUR=271560.69897&nordUR=7048391.28223"
"Presteheiatunnelen";"86033935";"479";"2003";"1001";"1";"479.0";"481.51939028989216";"";"1001";"EKSAKT-forenklet1";"presteheia";"";"442028.1516262135";"6447400.160267477";"Presteheia";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=presteheia%2A&ostLL=72448.38373&nordLL=6451279.36684&ostUR=106448.38373&nordUR=6485279.36684"
"Oddernestunnelen";"86034467";"1049";"2003";"1001";"2";"1049.0";"1047.2573759693917";"";"1001";"FLERE";"odderne";"";"441720.4690049151";"6446693.509154449";"Oddernes 2,Oddernes 1,Oddernes 3,Oddernes 4";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=odderne%2A&ostLL=72078.28904&nordLL=6450601.52741&ostUR=106078.28904&nordUR=6484601.52741"
